record_id,name,address,city,phone,category
1458,chan dara Caphe,310 n. larchmont blvd.,los angeles,-3254,asian
1459,KELLY'S ON TRINITY,333 bush st.,san francisco,-3486,californian
1460,KELLY'SO N TRINITY,333 bush st.,san francisco,-3486,californian
1461,kARNEGIE DELI,854 seventh ave.,new york city,-7501,delis
1462,kARNEGIED ELI,854 seventh ave.,new york city,-7501,delis
1463,cARNEGIE DELI,854 seventh ave.,new york city,-7501,delis
1464,kARNGEIE DELI,854 seventh ave.,new york city,-7501,delis
1465,cARNEGIE DELI,854 seventh ave.,new york city,-7501,delis
1466,kARNEGIE DEIL,854 seventh ave.,new york city,-7501,delis
1467,veggieland LLC,220 sandy springs circle,atlanta,-2403,vegetarian
1468,vegigeland LLC,220 sandy springs circle,atlanta,-2403,vegetarian
1469,matthew's oHuse,1030 3rd ave. at 61st st.,new york,-9304,american
1470,matthew's oHsue,1030 3rd ave. at 61st st.,new york,-9304,american
1471,matthew's oHusek,1030 3rd ave. at 61st st.,new york,-9304,american
1472,matthe'ws oHuse,1030 3rd ave. at 61st st.,new york,-9304,american
1473,trattoria dell'arte Caphe,900 7th ave.  between 56th and 57th sts.,new york,-5205,italian
1474,trattoriad ell'arte Caphe,900 7th ave.  between 56th and 57th sts.,new york,-5205,italian
1475,trattoria dell'arte Cafe,900 7th ave.  between 56th and 57th sts.,new york,-5205,italian
1476,asahi ramen Co.,2027 sawtelle blvd.,west la,-2978,noodle shops
1477,aashi ramen Co.,2027 sawtelle blvd.,west la,-2978,noodle shops
1478,asahi ramen ko.,2027 sawtelle blvd.,west la,-2978,noodle shops
1479,caffe lure,169 sullivan st.  between houston and bleecker sts.,new york,212/473-2642,french
1480,cfafe lure,169 sullivan st.  between houston and bleecker sts.,new york,212/473-2642,french
1481,kuruma zushi,2nd fl.,new york city,212-317-2802,japanese
1482,kurum azushi,2nd fl.,new york city,212-317-2802,japanese
1483,tadich grill,240 california st.,san francisco,415/391-2373,seafood
1484,tadich grlil,240 california st.,san francisco,415/391-2373,seafood
1485,tadikh grill,240 california st.,san francisco,415/391-2373,seafood
1486,tadich grill,240 california st.,san francisco,415/391-2373,seafood
1487,POQUITO MASk,2635 w. olive ave.,burbank,-5828,mexican
1488,POQUTIO MASk,2635 w. olive ave.,burbank,-5828,mexican
1489,LE PERIGORD,405 e. 52nd st.,new york,-3579,french
1490,EL PERIGORD,405 e. 52nd st.,new york,-3579,french
1491,rainbow roomk,30 rockefeller plaza,new york,212/632-5000,or 212/632-5100 american
1492,ranibow roomk,30 rockefeller plaza,new york,212/632-5000,or 212/632-5100 american
1493,rainbow roomc,30 rockefeller plaza,new york,212/632-5000,or 212/632-5100 american
1494,takio & Co.,11677 san vicente blvd.,brentwood,-7270,noodle shops
1495,takio&  Co.,11677 san vicente blvd.,brentwood,-7270,noodle shops
1496,south city kitchen Kitchen,1144 crescent ave.,atlanta,-8080,southern
1497,southc ity kitchen Kitchen,1144 crescent ave.,atlanta,-8080,southern
1498,south city citchen Kitchen,1144 crescent ave.,atlanta,-8080,southern
1499,osuth city kitchen Kitchen,1144 crescent ave.,atlanta,-8080,southern
1500,south city citchen Kitchen,1144 crescent ave.,atlanta,-8080,southern
1501,south city kitchen Kithcen,1144 crescent ave.,atlanta,-8080,southern
1502,marichu Bistro,342 e. 46th st.  between 1st and 2nd aves.,new york,-10406,french
1503,marichu Bisrto,342 e. 46th st.  between 1st and 2nd aves.,new york,-10406,french
1504,marikhu Bistro,342 e. 46th st.  between 1st and 2nd aves.,new york,-10406,french
1505,marichu Bitsro,342 e. 46th st.  between 1st and 2nd aves.,new york,-10406,french
1506,marikhu Bistro,342 e. 46th st.  between 1st and 2nd aves.,new york,-10406,french
1507,le chantilly Inc.,106 e. 57th st.,new york,-4271,french
1508,le chantilly In.c,106 e. 57th st.,new york,-4271,french
1509,le khantilly Inc.,106 e. 57th st.,new york,-4271,french
1510,FIRJOLEROS,1031 peachtree st. ne,atlanta,-1361,tex-mex
1511,IFRJOLEROS,1031 peachtree st. ne,atlanta,-1361,tex-mex
1512,phIRJOLEROS,1031 peachtree st. ne,atlanta,-1361,tex-mex
1513,wa-ha-ka oaxaca mexican grill Cafe,2141 polk st.,san francisco,-4945,mexican
1514,wa-ha-ka oaxaca mexican grillC afe,2141 polk st.,san francisco,-4945,mexican
1515,mishima Inc.,8474 w. third st.,la,-11133,noodle shops
1516,mishmia Inc.,8474 w. third st.,la,-11133,noodle shops
1517,dusit thai Co.,3221 mission st.,san francisco,-4759,thai
1518,dusit thai C.o,3221 mission st.,san francisco,-4759,thai
1519,dusit thai ko.,3221 mission st.,san francisco,-4759,thai
1520,duist thai Co.,3221 mission st.,san francisco,-4759,thai
1521,cafe flore Co.,2298 market st.,san francisco,-2632,californian
1522,caef flore Co.,2298 market st.,san francisco,-2632,californian
1523,caphe flore Co.,2298 market st.,san francisco,-2632,californian
1524,cafe flor eCo.,2298 market st.,san francisco,-2632,californian
1525,caphe flore Co.,2298 market st.,san francisco,-2632,californian
1526,bertolini'sH ouse,3570 las vegas blvd. s,las vegas,-3085,italian
1527,bertoliin'sH ouse,3570 las vegas blvd. s,las vegas,-3085,italian
1528,bertolini'sH ousek,3570 las vegas blvd. s,las vegas,-3085,italian
1529,palace court,3570 las vegas blvd. s,las vegas,702/731-7547,continental
1530,palac ecourt,3570 las vegas blvd. s,las vegas,702/731-7547,continental
1531,palake court,3570 las vegas blvd. s,las vegas,702/731-7547,continental
1532,ALECK'S BARBECUE HEAVEN,783 martin luther king jr. dr.,atlanta,-11338,barbecue
1533,ALECK'S BARBECUE HEAVNE,783 martin luther king jr. dr.,atlanta,-11338,barbecue
1534,mad fish LLC,2182 broadway  between 77th and 78th sts.,new york,-2813,seafood
1535,mad fish LCL,2182 broadway  between 77th and 78th sts.,new york,-2813,seafood
1536,mad phish LLC,2182 broadway  between 77th and 78th sts.,new york,-2813,seafood
1537,mad fis hLLC,2182 broadway  between 77th and 78th sts.,new york,-2813,seafood
1538,la salsa (la) Bistro,22800 pch,malibu,-10474,mexican
1539,la salsa (al) Bistro,22800 pch,malibu,-10474,mexican
1540,la salsa (la) Bistrok,22800 pch,malibu,-10474,mexican
1541,oyster bra Cafe,lower level,new york city,-8401,seafood
1542,oyste rbra Cafe,lower level,new york city,-8401,seafood
1543,oyster bra Caphe,lower level,new york city,-8401,seafood
1544,oyster bra Caef,lower level,new york city,-8401,seafood
1545,anthonys,3109 piedmont rd.  just south of peachtree rd.,atlanta,404/262-7379,american
1546,anthoyns,3109 piedmont rd.  just south of peachtree rd.,atlanta,404/262-7379,american
1547,anthonysk,3109 piedmont rd.  just south of peachtree rd.,atlanta,404/262-7379,american
1548,anthonsy,3109 piedmont rd.  just south of peachtree rd.,atlanta,404/262-7379,american
1549,anthonysk,3109 piedmont rd.  just south of peachtree rd.,atlanta,404/262-7379,american
1550,mandarin court Bistro,1510 e. flamingo rd.,las vegas,-5284,asian
1551,manadrin court Bistro,1510 e. flamingo rd.,las vegas,-5284,asian
1552,ERIC'S CHINESE RESTAURANT,1500 church st.,san francisco,-2653,chinese
1553,ERIC'S HCINESE RESTAURANT,1500 church st.,san francisco,-2653,chinese
1554,ERIk'S CHINESE RESTAURANT,1500 church st.,san francisco,-2653,chinese
1555,nobu  &Co.,105 hudson st.,new york city,-6256,japanese
1556,noub  &Co.,105 hudson st.,new york city,-6256,japanese
1557,fiorello's roman cafe Bistro,1900 broadway  between 63rd and 64th sts.,new york,-9141,italian
1558,fiorelol's roman cafe Bistro,1900 broadway  between 63rd and 64th sts.,new york,-9141,italian
1559,phiorello's roman cafe Bistro,1900 broadway  between 63rd and 64th sts.,new york,-9141,italian
1560,fiorello's roman cafe Bistro,1900 broadway  between 63rd and 64th sts.,new york,-9141,italian
1561,yjuean kang's gourmet chinese cuisine & Co.,67 n. raymond ave.,los angeles,-4902,asian
1562,yjuean kang's gourmet chinese ciusine & Co.,67 n. raymond ave.,los angeles,-4902,asian
1563,MESA RGILL,102 5th ave.  between 15th and 16th sts.,new york,-7828,american
1564,MES ARGILL,102 5th ave.  between 15th and 16th sts.,new york,-7828,american
1565,MESA RGILLk,102 5th ave.  between 15th and 16th sts.,new york,-7828,american
1566,MESA RGLIL,102 5th ave.  between 15th and 16th sts.,new york,-7828,american
1567,MESA RGILLk,102 5th ave.  between 15th and 16th sts.,new york,-7828,american
1568,lattanzi ristorante Bistro,361 w. 46th st.,new york,-10901,italian
1569,ltatanzi ristorante Bistro,361 w. 46th st.,new york,-10901,italian
1570,lattanzi ristorante Bistrok,361 w. 46th st.,new york,-10901,italian
1571,lattanzi ristorante iBstro,361 w. 46th st.,new york,-10901,italian
1572,lattanzi ristorante Bistrok,361 w. 46th st.,new york,-10901,italian
1573,harold's barbecue,171 mcdonough blvd.,atlanta,404-627-9268,bbq
1574,harol'ds barbecue,171 mcdonough blvd.,atlanta,404-627-9268,bbq
1575,harold's barbekue,171 mcdonough blvd.,atlanta,404-627-9268,bbq
1576,harold's barbeceu,171 mcdonough blvd.,atlanta,404-627-9268,bbq
1577,harold's barbekue,171 mcdonough blvd.,atlanta,404-627-9268,bbq
1578,harold's barbeceu,171 mcdonough blvd.,atlanta,404-627-9268,bbq
1579,georgia grille,2290 peachtree rd.  peachtree square shopping center,atlanta,404/352-3517,american
1580,goergia grille,2290 peachtree rd.  peachtree square shopping center,atlanta,404/352-3517,american
1581,le colonial Co.,149 e. 57th st.,new york,-2899,asian
1582,l ecolonial Co.,149 e. 57th st.,new york,-2899,asian
1583,le kolonial Co.,149 e. 57th st.,new york,-2899,asian
1584,le cloonial Co.,149 e. 57th st.,new york,-2899,asian
1585,le kolonial Co.,149 e. 57th st.,new york,-2899,asian
1586,lowcountry barbecue Co.,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,-7167,barbecue
1587,lowcountry barbceue Co.,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,-7167,barbecue
1588,lowkountry barbecue Co.,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,-7167,barbecue
1589,lowocuntry barbecue Co.,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,-7167,barbecue
1590,lowkountry barbecue Co.,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,-7167,barbecue
1591,campo santo Co.,240 columbus ave.,san francisco,-2021,mexican
1592,capmo santo Co.,240 columbus ave.,san francisco,-2021,mexican
1593,kampo santo Co.,240 columbus ave.,san francisco,-2021,mexican
1594,campo santo oC.,240 columbus ave.,san francisco,-2021,mexican
1595,kampo santo Co.,240 columbus ave.,san francisco,-2021,mexican
1596,original pancake house (at) LLC,4330 peachtree rd.,atlanta,-2277,american
1597,original pancakeh ouse (at) LLC,4330 peachtree rd.,atlanta,-2277,american
1598,original pancace house (at) LLC,4330 peachtree rd.,atlanta,-2277,american
1599,faz,161 sutter st.,san francisco,415/362-0404,greek and middle eastern
1600,faza,161 sutter st.,san francisco,415/362-0404,greek and middle eastern
1601,MARNIE'S NOODLE SHOP,466 hudson st.,new york city,-7008,asian
1602,MRANIE'S NOODLE SHOP,466 hudson st.,new york city,-7008,asian
1603,MARNIE'S NOODLE SHOPk,466 hudson st.,new york city,-7008,asian
1604,MANRIE'S NOODLE SHOP,466 hudson st.,new york city,-7008,asian
1605,MARNIE'S NOODLE SHOPk,466 hudson st.,new york city,-7008,asian
1606,ankhe vivolo House,222 e. 58th st.  between 2nd and 3rd aves.,new york,-8947,italian
1607,ankhe vivol oHouse,222 e. 58th st.  between 2nd and 3rd aves.,new york,-8947,italian
1608,anche vivolo House,222 e. 58th st.  between 2nd and 3rd aves.,new york,-8947,italian
1609,ankhe vivolo Huose,222 e. 58th st.  between 2nd and 3rd aves.,new york,-8947,italian
1610,anche vivolo House,222 e. 58th st.  between 2nd and 3rd aves.,new york,-8947,italian
1611,cafe pierre House,2 e. 61st st.,new york,-9189,french
1612,cfae pierre House,2 e. 61st st.,new york,-9189,french
1613,fishin eddie,73 w. 71st st.,new york,212/874-3474,seafood
1614,fishin edide,73 w. 71st st.,new york,212/874-3474,seafood
1615,phishin eddie,73 w. 71st st.,new york,212/874-3474,seafood
1616,fishin edide,73 w. 71st st.,new york,212/874-3474,seafood
1617,phishin eddie,73 w. 71st st.,new york,212/874-3474,seafood
1618,california culinary academy Grill,625 polk st.,san francisco,-6667,french
1619,califorina culinary academy Grill,625 polk st.,san francisco,-6667,french
1620,caliphornia culinary academy Grill,625 polk st.,san francisco,-6667,french
1621,calfiornia culinary academy Grill,625 polk st.,san francisco,-6667,french
1622,caliphornia culinary academy Grill,625 polk st.,san francisco,-6667,french
1623,california culinary aacdemy Grill,625 polk st.,san francisco,-6667,french
1624,L ACUMBRE,515 valencia st.,san francisco,-2077,mexican
1625,L ACUMBER,515 valencia st.,san francisco,-2077,mexican
1626,L AkUMBRE,515 valencia st.,san francisco,-2077,mexican
1627,L AUCMBRE,515 valencia st.,san francisco,-2077,mexican
1628,L AkUMBRE,515 valencia st.,san francisco,-2077,mexican
1629,lowcountry barbecue,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,404/255-5160,barbecue
1630,locwountry barbecue,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,404/255-5160,barbecue
1631,remi nIc.,3rd st. promenade,santa monica,-4327,italian
1632,rmei nIc.,3rd st. promenade,santa monica,-4327,italian
1633,remi nIk.,3rd st. promenade,santa monica,-4327,italian
1634,LES CELEBRITES,155 w. 58th st.,new york city,-8042,french (classic)
1635,LES ECLEBRITES,155 w. 58th st.,new york city,-8042,french (classic)
1636,LES kELEBRITES,155 w. 58th st.,new york city,-8042,french (classic)
1637,les halles & Co.,411 park ave. s  between 28th and 29th sts.,new york,-8230,french
1638,les ahlles & Co.,411 park ave. s  between 28th and 29th sts.,new york,-8230,french
1639,les halles & ko.,411 park ave. s  between 28th and 29th sts.,new york,-8230,french
1640,les halles & C.o,411 park ave. s  between 28th and 29th sts.,new york,-8230,french
1641,les halles & ko.,411 park ave. s  between 28th and 29th sts.,new york,-8230,french
1642,atlanta fish market Cafe,265 pharr rd.,atlanta,-4472,american
1643,talanta fish market Cafe,265 pharr rd.,atlanta,-4472,american
1644,atlanta phish market Cafe,265 pharr rd.,atlanta,-4472,american
1645,bugsy's diner LLk,3555 las vegas blvd. s,las vegas,-1176,coffee shops/diners
1646,bugsy's dine rLLk,3555 las vegas blvd. s,las vegas,-1176,coffee shops/diners
1647,bugsy's diner LLc,3555 las vegas blvd. s,las vegas,-1176,coffee shops/diners
1648,bugsy' sdiner LLk,3555 las vegas blvd. s,las vegas,-1176,coffee shops/diners
1649,bugsy's diner LLc,3555 las vegas blvd. s,las vegas,-1176,coffee shops/diners
1650,the heights Grill,3235 sacramento st.,san francisco,-1843,french
1651,hte heights Grill,3235 sacramento st.,san francisco,-1843,french
1652,the heights Grillk,3235 sacramento st.,san francisco,-1843,french
1653,the heights Grlil,3235 sacramento st.,san francisco,-1843,french
1654,mi cocina Co.,57 jane st.  off hudson st.,new york,-1625,mexican
1655,m icocina Co.,57 jane st.  off hudson st.,new york,-1625,mexican
1656,mi kocina Co.,57 jane st.  off hudson st.,new york,-1625,mexican
1657,mi cocina oC.,57 jane st.  off hudson st.,new york,-1625,mexican
1658,water grill Co.,544 s. grand ave.,los angeles,-2551,seafood
1659,water gril lCo.,544 s. grand ave.,los angeles,-2551,seafood
1660,water grill ko.,544 s. grand ave.,los angeles,-2551,seafood
1661,water grill oC.,544 s. grand ave.,los angeles,-2551,seafood
1662,water grill ko.,544 s. grand ave.,los angeles,-2551,seafood
1663,bacchanalia House,3125 piedmont rd.  near peachtree rd.,atlanta,-4861,international
1664,bacchanalia Hosue,3125 piedmont rd.  near peachtree rd.,atlanta,-4861,international
1665,bakchanalia House,3125 piedmont rd.  near peachtree rd.,atlanta,-4861,international
1666,bcachanalia House,3125 piedmont rd.  near peachtree rd.,atlanta,-4861,international
1667,dawat Kitchen,210 e. 58th st.,new york,-8009,asian
1668,adwat Kitchen,210 e. 58th st.,new york,-8009,asian
1669,dawat citchen,210 e. 58th st.,new york,-8009,asian
1670,rj's the rib joint & Co.,252 n. beverly dr.,los angeles,-2348,american
1671,rj's the rib joint & C.o,252 n. beverly dr.,los angeles,-2348,american
1672,rj's the rib joint & ko.,252 n. beverly dr.,los angeles,-2348,american
1673,rj's the rib jonit & Co.,252 n. beverly dr.,los angeles,-2348,american
1674,rj's the rib joint & ko.,252 n. beverly dr.,los angeles,-2348,american
1675,rj's the rib jiont & Co.,252 n. beverly dr.,los angeles,-2348,american
1676,manila garden,325 e. 14th st.  between 1st and 2nd aves.,new york,212/777-6314,asian
1677,manilag arden,325 e. 14th st.  between 1st and 2nd aves.,new york,212/777-6314,asian
1678,manila gardenk,325 e. 14th st.  between 1st and 2nd aves.,new york,212/777-6314,asian
1679,manila garedn,325 e. 14th st.  between 1st and 2nd aves.,new york,212/777-6314,asian
1680,manila gardenk,325 e. 14th st.  between 1st and 2nd aves.,new york,212/777-6314,asian
1681,FELIDIA,243 e. 58th st.,new york city,-4568,italian
1682,FLEIDIA,243 e. 58th st.,new york city,-4568,italian
1683,phELIDIA,243 e. 58th st.,new york city,-4568,italian
1684,west House,63rd street steakhouse 44 w. 63rd st.,new york,-3468,american
1685,west Houes,63rd street steakhouse 44 w. 63rd st.,new york,-3468,american
1686,jiraffeI nc.,502 santa monica blvd,santa monica,-9618,californian
1687,jiraffeIn c.,502 santa monica blvd,santa monica,-9618,californian
1688,jiraphfeI nc.,502 santa monica blvd,santa monica,-9618,californian
1689,jiraffe Inc.,502 santa monica blvd,santa monica,-9618,californian
1690,fleur de lys,777 sutter st.,san francisco,415/673-7779,french
1691,fleur de lsy,777 sutter st.,san francisco,415/673-7779,french
1692,phleur de lys,777 sutter st.,san francisco,415/673-7779,french
1693,MAVALLI PALACE,46 e. 29th st.,new york,-8210,asian
1694,MAVALLI PALAEC,46 e. 29th st.,new york,-8210,asian
1695,MAVALLI PALAkE,46 e. 29th st.,new york,-8210,asian
1696,jackson dinre House,37-03 74th st.,queens,-7044,indian
1697,jackson dinreH ouse,37-03 74th st.,queens,-7044,indian
1698,jaccson dinre House,37-03 74th st.,queens,-7044,indian
1699,jacksno dinre House,37-03 74th st.,queens,-7044,indian
1700,jaccson dinre House,37-03 74th st.,queens,-7044,indian
1701,bistro,3400 las vegas blvd. s,las vegas,702/791-7111,continental
1702,ibstro,3400 las vegas blvd. s,las vegas,702/791-7111,continental
1703,bistrok,3400 las vegas blvd. s,las vegas,702/791-7111,continental
1704,bsitro,3400 las vegas blvd. s,las vegas,702/791-7111,continental
1705,bistrok,3400 las vegas blvd. s,las vegas,702/791-7111,continental
1706,bistango,1100 peachtree st.,atlanta,404/724-0901,mediterranean
1707,bitsango,1100 peachtree st.,atlanta,404/724-0901,mediterranean
1708,bistangok,1100 peachtree st.,atlanta,404/724-0901,mediterranean
1709,VEGGIELAND,220 sandy springs circle,atlanta,-6601,vegetarian
1710,VEGGIELNAD,220 sandy springs circle,atlanta,-6601,vegetarian
1711,VEGGIELANDk,220 sandy springs circle,atlanta,-6601,vegetarian
1712,VEGIGELAND,220 sandy springs circle,atlanta,-6601,vegetarian
1713,VEGGIELANDk,220 sandy springs circle,atlanta,-6601,vegetarian
1714,VGEGIELAND,220 sandy springs circle,atlanta,-6601,vegetarian
1715,brasserie le koze House,3393 peachtree rd.  lenox square mall  near neiman marcus,atlanta,-5573,french
1716,brasserie le koez House,3393 peachtree rd.  lenox square mall  near neiman marcus,atlanta,-5573,french
1717,brasserie le coze House,3393 peachtree rd.  lenox square mall  near neiman marcus,atlanta,-5573,french
1718,brasserie le koze Hosue,3393 peachtree rd.  lenox square mall  near neiman marcus,atlanta,-5573,french
1719,MATSUHISA,129 n. la cienega blvd.,beverly hills,-4944,asian
1720,MATSHUISA,129 n. la cienega blvd.,beverly hills,-4944,asian
1721,palio d'asti Kitchen,640 sacramento st.,san francisco,-9915,italian
1722,palio d'asti Ktichen,640 sacramento st.,san francisco,-9915,italian
1723,mo better meatty meat,7261 melrose ave.,la,213-935-5280,hamburgers
1724,mo better meatty meat,7261 melrose ave.,la,213-935-5280,hamburgers
1725,mo better meatty meatk,7261 melrose ave.,la,213-935-5280,hamburgers
1726,m obetter meatty meat,7261 melrose ave.,la,213-935-5280,hamburgers
1727,mo better meatty meatk,7261 melrose ave.,la,213-935-5280,hamburgers
1728,frico bar Co.,402 w. 43rd st.  off 9th ave.,new york,-5685,italian
1729,frico bra Co.,402 w. 43rd st.  off 9th ave.,new york,-5685,italian
1730,phrico bar Co.,402 w. 43rd st.  off 9th ave.,new york,-5685,italian
1731,frico bra Co.,402 w. 43rd st.  off 9th ave.,new york,-5685,italian
1732,phrico bar Co.,402 w. 43rd st.  off 9th ave.,new york,-5685,italian
1733,frcio bar Co.,402 w. 43rd st.  off 9th ave.,new york,-5685,italian
1734,golden nugget hotel Bistro,129 e. fremont st.,las vegas,-5465,buffets
1735,golden nugget hotel Bisrto,129 e. fremont st.,las vegas,-5465,buffets
1736,golden nugget hotel Bistrok,129 e. fremont st.,las vegas,-5465,buffets
1737,lanza restaurant,168 1st ave.  between 10th and 11th sts.,new york,212/674-7014,italian
1738,lanza rsetaurant,168 1st ave.  between 10th and 11th sts.,new york,212/674-7014,italian
1739,lanza restaurantk,168 1st ave.  between 10th and 11th sts.,new york,212/674-7014,italian
1740,alnza restaurant,168 1st ave.  between 10th and 11th sts.,new york,212/674-7014,italian
1741,lanza restaurantk,168 1st ave.  between 10th and 11th sts.,new york,212/674-7014,italian
1742,lazna restaurant,168 1st ave.  between 10th and 11th sts.,new york,212/674-7014,italian
1743,cafe michelle Cafe,1350 e. flamingo rd.,las vegas,-10089,american
1744,cafe mihcelle Cafe,1350 e. flamingo rd.,las vegas,-10089,american
1745,caphe michelle Cafe,1350 e. flamingo rd.,las vegas,-10089,american
1746,cfae michelle Cafe,1350 e. flamingo rd.,las vegas,-10089,american
1747,caphe michelle Cafe,1350 e. flamingo rd.,las vegas,-10089,american
1748,harry's bar & american grill citchen,2020 ave. of the stars,los angeles,-10637,italian
1749,harry's bar & american grill citchen,2020 ave. of the stars,los angeles,-10637,italian
1750,KOKOMO CAFE,6333 w. third st.,la,-4944,american
1751,KOKOOM CAFE,6333 w. third st.,la,-4944,american
1752,republic Bistro,37a union sq. w  between 16th and 17th sts.,new york,-6086,asian
1753,repubilc Bistro,37a union sq. w  between 16th and 17th sts.,new york,-6086,asian
1754,republik Bistro,37a union sq. w  between 16th and 17th sts.,new york,-6086,asian
1755,repulbic Bistro,37a union sq. w  between 16th and 17th sts.,new york,-6086,asian
1756,RIVER CAFE,1 water st.,brooklyn,-9453,american (new)
1757,RIVE RCAFE,1 water st.,brooklyn,-9453,american (new)
1758,RIVER CAphE,1 water st.,brooklyn,-9453,american (new)
1759,RIVER CFAE,1 water st.,brooklyn,-9453,american (new)
1760,alamo LLC,304 e. 48th st.,new york,-9903,mexican
1761,laamo LLC,304 e. 48th st.,new york,-9903,mexican
1762,alamo LLk,304 e. 48th st.,new york,-9903,mexican
1763,laamo LLC,304 e. 48th st.,new york,-9903,mexican
1764,alamo LLk,304 e. 48th st.,new york,-9903,mexican
1765,alaom LLC,304 e. 48th st.,new york,-9903,mexican
1766,palm too Bistro,840 second ave.,new york city,-5339,steakhouses
1767,palm oto Bistro,840 second ave.,new york city,-5339,steakhouses
1768,palm too Bistrok,840 second ave.,new york city,-5339,steakhouses
1769,palm too Bsitro,840 second ave.,new york city,-5339,steakhouses
1770,french roast cafe LLC,2340 broadway at 85th st.,new york,-6480,coffee bar
1771,fernch roast cafe LLC,2340 broadway at 85th st.,new york,-6480,coffee bar
1772,phrench roast cafe LLC,2340 broadway at 85th st.,new york,-6480,coffee bar
1773,french orast cafe LLC,2340 broadway at 85th st.,new york,-6480,coffee bar
1774,bobby & june's kountry kitchen Inc.,375 14th st.,atlanta,-5724,southern/soul
1775,bobby & june's okuntry kitchen Inc.,375 14th st.,atlanta,-5724,southern/soul
1776,bobby & june's country kitchen Inc.,375 14th st.,atlanta,-5724,southern/soul
1777,bobby & june's kountry kitchen Icn.,375 14th st.,atlanta,-5724,southern/soul
1778,bobby & june's country kitchen Inc.,375 14th st.,atlanta,-5724,southern/soul
1779,bobyb & june's kountry kitchen Inc.,375 14th st.,atlanta,-5724,southern/soul
1780,COLUMBUS BAKERY,53rd sts.,new york,-11291,coffee bar
1781,COLUMBUS BAEKRY,53rd sts.,new york,-11291,coffee bar
1782,COLUMBUS BAcERY,53rd sts.,new york,-11291,coffee bar
1783,COLMUBUS BAKERY,53rd sts.,new york,-11291,coffee bar
1784,COLUMBUS BAcERY,53rd sts.,new york,-11291,coffee bar
1785,adrienne Grill,700 5th ave. at 55th st.,new york,-6587,french
1786,adrienn eGrill,700 5th ave. at 55th st.,new york,-6587,french
1787,adrienne Grillk,700 5th ave. at 55th st.,new york,-6587,french
1788,adrienneG rill,700 5th ave. at 55th st.,new york,-6587,french
1789,adrienne Grillk,700 5th ave. at 55th st.,new york,-6587,french
1790,WEST,63rd street steakhouse 44 w. 63rd st.,new york,-3117,american
1791,WETS,63rd street steakhouse 44 w. 63rd st.,new york,-3117,american
1792,WESTk,63rd street steakhouse 44 w. 63rd st.,new york,-3117,american
1793,WETS,63rd street steakhouse 44 w. 63rd st.,new york,-3117,american
1794,WESTk,63rd street steakhouse 44 w. 63rd st.,new york,-3117,american
1795,WSET,63rd street steakhouse 44 w. 63rd st.,new york,-3117,american
1796,aquavit,13 w. 54th st.,new york,212/307-7311,continental
1797,aquvait,13 w. 54th st.,new york,212/307-7311,continental
1798,fenix,8358 sunset blvd. west,hollywood,213/848-6677,american
1799,efnix,8358 sunset blvd. west,hollywood,213/848-6677,american
1800,phenix,8358 sunset blvd. west,hollywood,213/848-6677,american
1801,fenxi,8358 sunset blvd. west,hollywood,213/848-6677,american
1802,phenix,8358 sunset blvd. west,hollywood,213/848-6677,american
1803,fenxi,8358 sunset blvd. west,hollywood,213/848-6677,american
1804,osteria al droeg & Co.,142 w. 44th st.,new york,-4336,italian
1805,osteria al droeg & C.o,142 w. 44th st.,new york,-4336,italian
1806,osteria al droeg & ko.,142 w. 44th st.,new york,-4336,italian
1807,osteria al dreog & Co.,142 w. 44th st.,new york,-4336,italian
1808,john o'groats Co.,10516 w. pico blvd.,west la,-1943,coffee shops
1809,johno 'groats Co.,10516 w. pico blvd.,west la,-1943,coffee shops
1810,john o'groats ko.,10516 w. pico blvd.,west la,-1943,coffee shops
1811,john o'groats oC.,10516 w. pico blvd.,west la,-1943,coffee shops
1812,carnegie deli House,854 7th ave.  between 54th and 55th sts.,new york,-7749,delicatessen
1813,carnegie deil House,854 7th ave.  between 54th and 55th sts.,new york,-7749,delicatessen
1814,hollywood hills coffee shop,6145 franklin ave.,hollywood,213-467-7678,coffee shops
1815,hollywood hills coffee shop,6145 franklin ave.,hollywood,213-467-7678,coffee shops
1816,hollywood hills cophfee shop,6145 franklin ave.,hollywood,213-467-7678,coffee shops
1817,hollywood hills coffee shop,6145 franklin ave.,hollywood,213-467-7678,coffee shops
1818,hollywood hills cophfee shop,6145 franklin ave.,hollywood,213-467-7678,coffee shops
1819,virgil's ko.,152 w. 44th st.,new york,-5258,american
1820,virgi'ls ko.,152 w. 44th st.,new york,-5258,american
1821,virgil's co.,152 w. 44th st.,new york,-5258,american
1822,harbor village Bistro,4 embarcadero center,san francisco,-3854,asian
1823,harbor villaeg Bistro,4 embarcadero center,san francisco,-3854,asian
1824,harbor village Bistrok,4 embarcadero center,san francisco,-3854,asian
1825,ahrbor village Bistro,4 embarcadero center,san francisco,-3854,asian
1826,harbor village Bistrok,4 embarcadero center,san francisco,-3854,asian
1827,march,405 e. 58th st.,new york city,212-754-6272,american (new)
